Customer_ID,Age,Gender,City_Tier,Employment_Type,Customer_Segment,Tenure_Months,Monthly_Income,Account_Balance,Credit_Score,Product_Type,Products_Used,Preferred_Channel,Loyalty_Member,Transactions_Last_3M,Transactions_Previous_3M,Transaction_Change_Pct,Avg_Transaction_Value,App_Usage_Hours_Last_3M,App_Usage_Hours_Previous_3M,App_Usage_Change_Pct,Last_Login_Days_Ago,Customer_Support_Calls,Complaints,Satisfaction_Score,Offers_Used,Balance_Change_Pct,Churn
C100155,40,Male,Tier 2,Self-employed,Standard,94,41600,232000,635,Savings,2,Mobile App,Yes,16,26,-38.5,4023,8.4,7.4,13.2,23,1,0,7,2,-13.0,0
C100156,46,Female,Tier 1,Salaried,Standard,74,38000,245600,634,Current,3,Mobile App,No,37,30,23.3,5218,3.3,3.9,-15.1,16,0,1,5,4,0.8,0
C100157,21,Male,Tier 2,Salaried,Basic,55,85400,68800,670,Salary,1,Mobile App,Yes,24,34,-29.4,3379,6.4,5.5,15.9,7,3,1,2,0,2.1,0
C100158,70,Female,Tier 3,Business,Standard,23,75900,109100,721,Salary,5,Branch,No,32,26,23.1,4159,4.0,3.2,25.7,7,2,1,10,3,-16.5,0
C100159,26,Male,Tier 1,Salaried,Standard,31,59900,417200,829,Salary,4,Branch,Yes,40,37,8.1,1651,4.4,4.0,10.0,16,2,1,9,2,21.3,0
C100160,66,Female,Tier 1,Salaried,Standard,11,66900,380900,666,Current,3,Mobile App,Yes,25,27,-7.4,3561,2.9,3.9,-25.4,1,0,0,1,1,13.5,0
C100161,40,Female,Tier 2,Salaried,Basic,46,38300,55100,732,Current,1,Web,No,24,24,0.0,2104,3.9,4.4,-11.6,8,1,1,9,3,9.3,0
C100162,22,Male,Tier 2,Salaried,Standard,71,66200,90400,720,Current,3,Branch,No,28,28,0.0,3325,6.8,9.1,-25.4,3,0,2,9,2,-21.3,0
C100163,70,Male,Tier 1,Salaried,Standard,52,92200,537400,709,Premium,2,Web,No,38,31,22.6,2260,9.1,9.1,-0.1,17,3,2,5,3,11.9,0
C100164,37,Female,Tier 3,Self-employed,Standard,61,49600,181500,668,Savings,3,Mobile App,No,34,31,9.7,3567,1.6,1.9,-15.9,7,1,0,10,2,-1.0,0
C100165,55,Female,Tier 3,Business,Standard,35,79400,277000,677,Salary,3,Web,No,26,39,-33.3,2410,1.3,2.0,-33.9,11,4,0,3,3,46.5,0
C100166,26,Female,Tier 1,Salaried,Standard,90,36900,45300,713,Savings,4,Mobile App,No,38,37,2.7,2810,7.3,8.8,-17.0,4,4,1,9,1,15.3,0
C100167,53,Female,Tier 2,Student,Standard,21,77600,85700,653,Savings,3,Mobile App,No,41,26,57.7,3811,0.8,1.7,-52.2,10,1,0,10,2,35.8,0
C100168,31,Male,Tier 3,Retired,Standard,27,42800,241600,750,Savings,2,Mobile App,Yes,38,31,22.6,1299,6.2,10.0,-38.3,3,1,1,7,3,7.4,0
C100169,50,Female,Tier 2,Salaried,Standard,15,87900,284800,706,Savings,2,Mobile App,No,22,25,-12.0,3044,6.3,7.1,-10.8,26,2,0,9,2,-17.6,0
C100170,28,Male,Tier 2,Retired,Standard,55,38200,105300,673,Salary,5,Mobile App,No,32,28,14.3,1026,2.5,3.0,-17.0,6,1,3,7,0,-49.7,0
C100171,20,Male,Tier 1,Student,Standard,17,80500,536000,706,Current,2,Web,No,19,28,-32.1,4215,2.8,3.3,-16.0,4,4,1,8,3,14.5,0
C100172,57,Female,Tier 2,Self-employed,Standard,53,34100,21200,770,Savings,2,Mobile App,No,46,36,27.8,3266,6.2,6.5,-4.3,14,0,0,7,1,10.4,0
C100173,55,Female,Tier 1,Self-employed,Standard,92,36100,111600,785,Savings,2,Mobile App,No,29,33,-12.1,1711,7.0,7.8,-10.2,10,1,3,8,2,20.2,0
C100174,55,Other,Tier 2,Business,Standard,3,76100,360600,596,Current,2,Mobile App,Yes,42,34,23.5,3971,7.2,7.5,-4.6,2,1,1,10,1,-22.4,0
C100175,45,Female,Tier 3,Salaried,Standard,60,41200,127900,718,Savings,3,Web,No,10,14,-28.6,2439,7.0,5.3,31.3,11,1,1,5,0,16.1,1
C100176,47,Male,Tier 2,Self-employed,Standard,11,79600,444300,726,Savings,2,Branch,Yes,26,27,-3.7,3446,3.4,2.8,19.6,21,3,0,7,1,26.4,0
C100177,42,Other,Tier 3,Salaried,Standard,71,27200,132800,754,Savings,2,Mobile App,Yes,28,34,-17.6,2720,11.4,8.1,40.0,22,2,0,6,1,-3.2,0
C100178,27,Male,Tier 1,Salaried,Standard,71,66000,37100,634,Salary,3,Phone,Yes,32,39,-17.9,2359,5.5,4.4,26.3,13,2,1,8,2,3.7,0
C100179,52,Female,Tier 1,Business,Basic,32,106600,471700,680,Current,1,Branch,No,34,31,9.7,3193,12.4,10.5,18.2,16,2,0,10,0,9.4,0
C100180,41,Female,Tier 1,Salaried,Standard,28,81400,452700,800,Savings,2,Web,No,21,24,-12.5,3570,9.1,10.0,-9.4,5,2,0,7,3,10.1,0
C100181,52,Female,Tier 2,Salaried,High Value,46,101700,518500,679,Salary,3,Mobile App,No,22,33,-33.3,4003,5.0,3.6,39.5,12,2,1,4,3,-20.5,0
C100182,21,Female,Tier 1,Business,Standard,40,38000,209500,671,Savings,4,Mobile App,Yes,29,29,0.0,3807,7.2,8.6,-16.5,5,0,0,6,0,34.0,0
C100183,32,Male,Tier 2,Self-employed,High Value,19,89000,415100,730,Savings,3,Web,No,25,36,-30.6,2971,3.6,6.4,-43.7,2,2,2,9,1,-5.8,0
C100184,46,Male,Tier 1,Salaried,Basic,52,47700,149400,765,Savings,1,Web,No,28,29,-3.4,5478,4.9,4.1,19.9,21,1,1,10,3,-20.8,0
C100185,49,Female,Tier 1,Retired,Standard,72,94900,282800,762,Savings,2,Web,No,26,34,-23.5,3905,6.8,7.4,-8.2,6,2,1,8,0,-7.8,0
C100186,45,Male,Tier 2,Business,Standard,57,28800,130300,734,Savings,2,Mobile App,Yes,23,36,-36.1,3562,8.4,7.1,19.1,19,2,0,10,4,7.2,0
C100187,39,Male,Tier 3,Salaried,Standard,53,56200,394000,686,Savings,2,Web,No,16,21,-23.8,4152,5.9,4.7,25.7,20,1,1,7,1,17.3,0
C100188,53,Female,Tier 2,Salaried,Standard,29,106100,692600,850,Savings,2,ATM,No,31,30,3.3,2408,3.8,5.1,-26.0,9,1,0,5,3,19.8,0
C100189,62,Male,Tier 1,Retired,Standard,13,36800,69300,629,Premium,3,Mobile App,No,24,26,-7.7,1570,2.5,2.7,-8.9,13,1,0,8,1,21.3,0
C100190,30,Female,Tier 1,Salaried,Basic,36,70100,158600,671,Current,1,Mobile App,No,23,36,-36.1,3785,11.0,10.4,6.2,16,2,0,7,1,14.4,0
C100191,30,Male,Tier 1,Student,Standard,1,41200,205600,707,Salary,3,Web,Yes,37,35,5.7,1984,5.7,5.5,3.6,19,2,3,8,0,-3.6,0
C100192,56,Male,Tier 1,Self-employed,Standard,9,39800,161400,693,Salary,2,Branch,No,25,28,-10.7,4086,10.1,6.5,55.1,29,2,0,7,2,19.8,0
C100193,43,Male,Tier 1,Salaried,Standard,76,56200,282700,714,Savings,2,Mobile App,No,37,39,-5.1,4283,4.8,4.5,5.6,5,0,0,10,2,-3.5,0
C100194,62,Male,Tier 1,Self-employed,Standard,94,50000,113200,622,Savings,4,Web,Yes,24,23,4.3,2295,9.3,8.7,6.7,1,1,2,10,0,-8.2,0
C100195,46,Male,Tier 2,Self-employed,Standard,13,38200,270300,696,Savings,3,Mobile App,Yes,23,25,-8.0,1293,1.1,1.2,-7.8,3,1,0,9,3,19.1,0
C100196,31,Female,Tier 2,Salaried,Standard,86,52800,168900,761,Savings,2,Mobile App,No,31,27,14.8,3425,5.8,6.0,-4.1,6,4,1,9,2,-22.7,0
C100197,33,Female,Tier 2,Salaried,Standard,2,56200,41000,635,Premium,4,Mobile App,Yes,34,30,13.3,4336,2.5,2.4,5.9,5,1,1,9,0,18.0,0
C100198,34,Male,Tier 2,Salaried,Standard,63,23200,66100,754,Savings,2,Web,No,22,31,-29.0,100,8.4,6.3,32.9,21,2,0,6,0,-2.4,0
C100199,67,Female,Tier 1,Salaried,Basic,6,149100,874000,771,Salary,1,Web,No,30,32,-6.2,3661,9.2,7.4,25.1,9,0,1,9,4,-19.9,0
C100200,43,Male,Tier 3,Salaried,Basic,35,44800,331100,741,Salary,1,ATM,No,31,33,-6.1,2533,6.9,6.5,6.6,14,0,0,10,4,1.5,0
C100201,61,Female,Tier 1,Salaried,Standard,29,79300,381200,724,Premium,3,Mobile App,No,13,16,-18.8,2649,17.1,12.7,35.1,37,2,0,6,0,-10.2,1
C100202,20,Female,Tier 1,Student,High Value,95,96100,677300,607,Savings,3,Mobile App,Yes,27,39,-30.8,3979,3.8,4.5,-16.0,13,1,0,8,0,-25.4,0
C100203,35,Female,Tier 2,Retired,Standard,33,47600,228700,794,Current,2,Mobile App,Yes,17,21,-19.0,4865,3.4,2.8,19.9,19,4,1,6,0,-0.0,0
C100204,34,Male,Tier 1,Salaried,Standard,1,34700,82200,673,Premium,3,Branch,No,31,28,10.7,2176,11.2,10.3,8.4,11,2,2,4,4,18.8,0
C100205,30,Female,Tier 1,Self-employed,Standard,76,42300,288500,623,Savings,3,Branch,No,17,23,-26.1,5661,1.7,2.0,-15.6,14,3,0,10,2,14.1,0
C100206,36,Male,Tier 1,Retired,Standard,7,35600,54000,588,Savings,2,Mobile App,No,37,32,15.6,1410,1.0,1.0,-3.2,9,1,2,7,0,6.7,0
C100207,29,Female,Tier 2,Student,Basic,25,56300,25600,694,Current,1,Mobile App,Yes,32,27,18.5,2224,5.0,5.7,-12.6,9,3,0,8,1,-15.2,0
C100208,64,Female,Tier 3,Student,Basic,22,35100,123400,692,Savings,1,Branch,No,32,34,-5.9,2748,4.6,4.4,5.4,6,2,1,10,4,5.4,0
C100209,42,Female,Tier 1,Salaried,Standard,22,70300,191500,637,Savings,2,Phone,No,25,26,-3.8,3394,4.3,4.0,7.9,6,1,2,6,0,-7.0,0
C100210,39,Female,Tier 1,Business,Standard,1,47300,213800,675,Salary,2,Mobile App,Yes,30,38,-21.1,3111,2.3,2.5,-9.8,20,2,3,9,2,-45.5,1
C100211,32,Female,Tier 1,Salaried,Standard,47,60700,201100,687,Savings,2,Branch,Yes,29,21,38.1,3931,2.1,4.7,-55.8,14,1,0,10,1,-5.9,0
C100212,55,Male,Tier 2,Business,Standard,3,39400,273400,754,Savings,2,Mobile App,No,39,36,8.3,2396,13.5,13.2,2.4,9,0,1,10,2,-21.8,0
C100213,33,Female,Tier 2,Salaried,Standard,74,72700,181000,759,Savings,3,Branch,No,27,27,0.0,2544,4.8,4.5,7.3,3,0,1,4,0,-20.3,0
C100214,55,Female,Tier 2,Salaried,Standard,6,50000,66100,671,Savings,3,Web,No,19,30,-36.7,3826,1.3,1.5,-13.1,13,2,0,7,4,15.9,0
C100215,37,Other,Tier 3,Self-employed,Standard,91,51800,136400,681,Savings,5,Web,No,15,27,-44.4,3548,5.2,5.5,-5.2,7,4,1,7,3,-15.1,0
C100216,24,Male,Tier 2,Self-employed,Standard,75,16800,53900,663,Premium,2,Mobile App,No,37,34,8.8,2910,2.0,3.4,-41.9,6,2,0,2,2,-10.8,0
C100217,44,Female,Tier 1,Retired,Standard,52,74000,481500,737,Savings,3,Mobile App,No,30,33,-9.1,1697,3.7,6.9,-46.4,4,2,0,7,2,-28.1,0
C100218,35,Female,Tier 2,Self-employed,Basic,17,91900,327300,676,Salary,1,Branch,Yes,40,33,21.2,3224,6.9,5.7,20.2,6,3,4,7,3,-17.7,0
C100219,63,Male,Tier 3,Self-employed,Standard,77,60900,256800,697,Salary,3,Mobile App,No,22,29,-24.1,2430,7.8,11.3,-31.0,18,2,0,4,0,0.9,0
C100220,62,Female,Tier 2,Salaried,Standard,24,59400,67300,725,Salary,5,ATM,Yes,24,28,-14.3,2684,7.3,6.3,16.0,12,1,2,8,2,7.7,0
C100221,43,Female,Tier 2,Self-employed,Standard,60,46900,94000,793,Savings,4,Web,No,26,26,0.0,3443,7.4,10.6,-30.1,5,1,1,9,2,8.2,0
C100222,39,Male,Tier 1,Salaried,Standard,7,42900,79700,738,Savings,4,Web,Yes,27,35,-22.9,4238,5.0,4.4,12.9,24,1,0,6,1,-13.7,0
C100223,52,Male,Tier 2,Salaried,Standard,16,32600,76800,687,Savings,3,Mobile App,No,23,22,4.5,2337,5.0,6.9,-27.5,8,3,0,8,0,-3.7,0
C100224,32,Male,Tier 2,Salaried,Standard,24,47800,182800,751,Savings,3,Branch,Yes,38,34,11.8,2941,3.9,3.5,11.8,24,2,0,10,0,-24.6,0
C100225,25,Male,Tier 3,Student,Standard,71,68200,188900,691,Savings,4,Web,Yes,22,21,4.8,2615,8.9,10.4,-14.1,8,1,1,7,0,-13.7,0
C100226,56,Male,Tier 1,Salaried,Basic,61,69800,51300,749,Salary,1,ATM,No,24,28,-14.3,2173,1.2,1.1,4.5,13,3,1,6,1,22.1,0
C100227,64,Male,Tier 3,Salaried,Standard,70,29000,134200,688,Savings,3,Branch,Yes,37,40,-7.5,2849,8.4,8.3,1.0,8,2,2,10,1,19.9,0
C100228,69,Female,Tier 3,Salaried,Standard,85,48200,174000,625,Salary,2,Phone,No,15,22,-31.8,2971,8.0,7.4,7.8,9,0,2,8,1,-25.9,0
C100229,43,Male,Tier 3,Self-employed,Standard,30,41900,307300,699,Savings,3,Mobile App,No,21,24,-12.5,2060,1.7,2.1,-20.5,4,0,0,7,0,1.9,0
C100230,53,Female,Tier 1,Business,Standard,17,61300,308600,667,Savings,3,Mobile App,Yes,26,29,-10.3,2148,1.7,1.6,5.1,23,2,0,9,2,-16.4,0
C100231,52,Female,Tier 2,Salaried,Standard,84,48000,156900,687,Salary,2,Web,Yes,31,30,3.3,3310,2.1,5.2,-59.7,7,4,0,10,4,6.7,0
C100232,55,Male,Tier 1,Salaried,Standard,75,43300,243800,628,Current,3,Mobile App,No,42,32,31.2,3355,10.0,8.5,17.2,34,5,0,7,3,-7.0,0
C100233,44,Female,Tier 2,Self-employed,Standard,75,38500,286600,701,Savings,4,Web,No,29,35,-17.1,2055,3.6,3.5,1.6,7,1,0,9,1,0.4,0
C100234,62,Male,Tier 2,Salaried,Standard,75,42500,304300,734,Premium,2,ATM,No,24,29,-17.2,3601,4.7,3.9,20.3,19,1,0,6,0,-2.8,0
C100235,54,Female,Tier 1,Salaried,Standard,4,74600,44800,760,Savings,4,Branch,No,40,39,2.6,3996,3.7,3.6,2.9,18,2,1,7,3,10.9,0
C100236,23,Female,Tier 1,Salaried,Basic,61,40800,254800,695,Salary,1,ATM,No,41,35,17.1,2090,5.6,10.3,-45.6,3,3,0,9,1,6.6,0
C100237,29,Female,Tier 2,Business,Standard,72,76900,180600,691,Savings,4,Mobile App,No,30,29,3.4,2814,2.3,5.5,-58.2,10,1,1,8,1,-13.2,0
C100238,46,Female,Tier 1,Salaried,Standard,5,52200,24900,757,Current,2,Mobile App,No,27,28,-3.6,2006,2.3,3.6,-36.4,9,3,2,9,1,-4.0,0
C100239,69,Male,Tier 1,Salaried,Standard,84,86000,79700,750,Savings,2,Web,Yes,20,27,-25.9,2177,1.7,2.4,-29.1,6,4,1,9,4,2.7,0
C100240,61,Female,Tier 3,Student,Basic,17,32700,84800,698,Current,1,Branch,Yes,36,41,-12.2,2824,2.1,2.1,1.6,2,1,0,9,0,-9.4,0
C100241,22,Male,Tier 3,Salaried,Standard,74,32100,159500,702,Current,3,Mobile App,No,28,21,33.3,4942,4.8,4.3,11.6,12,1,1,9,0,-28.0,0
C100242,69,Male,Tier 3,Salaried,Standard,79,73700,222100,682,Current,4,Branch,No,31,26,19.2,3588,5.6,5.9,-5.7,4,1,1,1,1,-6.4,0
C100243,65,Female,Tier 3,Business,Standard,51,69700,392500,654,Savings,3,Branch,No,38,46,-17.4,4285,3.0,2.5,17.8,17,2,0,4,0,-5.3,0
C100244,65,Male,Tier 3,Salaried,Standard,62,35800,160200,736,Salary,5,Web,No,40,34,17.6,2483,2.7,3.3,-17.8,4,0,0,9,2,-22.2,0
C100245,37,Male,Tier 1,Salaried,High Value,68,136100,141800,724,Premium,3,ATM,No,25,29,-13.8,1278,5.6,5.2,7.0,12,0,3,7,2,27.7,0
C100246,42,Female,Tier 2,Business,Basic,55,111400,619700,703,Savings,1,Web,No,16,27,-40.7,2237,2.7,2.3,20.0,17,0,1,7,3,2.5,0
C100247,24,Female,Tier 3,Salaried,Standard,55,50000,199100,743,Savings,3,Mobile App,No,21,27,-22.2,3737,8.8,9.2,-4.6,7,2,0,8,1,4.5,0
C100248,69,Female,Tier 2,Salaried,Standard,20,85800,369000,674,Current,2,Branch,No,35,29,20.7,2995,4.1,3.5,15.7,7,0,2,10,1,-42.2,0
C100249,51,Female,Tier 2,Salaried,Standard,57,40500,41700,726,Premium,2,Web,No,22,26,-15.4,2578,4.0,3.6,9.8,8,2,0,8,1,-4.5,0
C100250,53,Male,Tier 1,Salaried,Standard,85,78800,69900,713,Savings,2,Web,No,20,21,-4.8,1642,4.1,5.2,-21.0,17,1,1,10,0,1.4,0
C100251,55,Male,Tier 2,Student,Standard,42,57800,284700,731,Savings,4,Mobile App,No,45,35,28.6,3589,4.3,3.9,11.4,10,1,2,8,0,19.5,0
C100252,27,Female,Tier 1,Salaried,Standard,31,26900,72400,646,Savings,3,Mobile App,No,36,32,12.5,987,3.5,3.4,4.4,6,1,1,6,0,-4.3,0
C100253,68,Male,Tier 2,Retired,Standard,11,34600,54400,645,Salary,3,Web,Yes,46,38,21.1,1768,3.9,3.6,9.0,5,2,1,9,2,-0.8,0
C100254,40,Female,Tier 1,Salaried,Standard,25,61000,366800,719,Salary,3,Mobile App,No,35,31,12.9,2379,2.7,2.8,-2.5,5,2,0,9,0,-18.0,0
C100255,37,Male,Tier 3,Business,High Value,24,83100,56300,747,Premium,3,ATM,No,41,34,20.6,2126,10.0,12.1,-17.1,1,4,1,7,3,-5.8,0
C100256,42,Female,Tier 2,Retired,Standard,25,52400,281500,752,Current,2,Mobile App,Yes,30,33,-9.1,3077,8.6,9.9,-13.1,8,1,0,4,1,19.0,0
C100257,47,Female,Tier 1,Salaried,Basic,94,23200,173000,738,Savings,1,Mobile App,No,43,37,16.2,3355,11.8,10.2,15.8,10,0,0,9,0,-8.8,0
C100258,37,Female,Tier 2,Business,Basic,11,106600,680700,774,Salary,1,Mobile App,No,35,34,2.9,3586,9.6,11.7,-18.2,5,1,0,6,2,25.9,0
C100259,64,Female,Tier 2,Retired,Standard,30,39500,150000,651,Savings,3,Mobile App,Yes,24,25,-4.0,5561,3.2,6.1,-47.9,6,2,2,9,1,-20.5,0
C100260,62,Male,Tier 1,Self-employed,Basic,45,43800,24100,749,Premium,1,Branch,Yes,26,30,-13.3,2120,7.0,9.5,-26.1,8,3,0,10,1,3.8,0
C100261,37,Female,Tier 1,Self-employed,Standard,32,32600,206100,758,Savings,3,ATM,No,26,32,-18.8,2943,2.6,2.0,33.2,8,0,0,6,1,-22.5,0
C100262,21,Male,Tier 1,Self-employed,Basic,87,38800,167600,715,Savings,1,Mobile App,No,36,33,9.1,2355,3.0,3.3,-8.5,8,1,0,7,2,19.9,0
C100263,69,Male,Tier 3,Salaried,Standard,50,36800,158700,771,Current,4,Branch,No,37,36,2.8,4980,6.1,11.7,-47.9,14,2,0,4,1,-3.2,0
C100264,58,Male,Tier 1,Student,Standard,92,42000,100000,592,Premium,3,Mobile App,No,46,41,12.2,2953,2.6,3.4,-22.8,12,1,0,10,0,-14.5,0
C100265,28,Female,Tier 1,Business,Basic,57,68800,429700,781,Savings,1,Branch,Yes,33,26,26.9,1311,5.6,6.4,-12.0,6,1,1,9,1,-6.1,0
C100266,53,Female,Tier 1,Salaried,Basic,71,80800,473500,639,Savings,1,Mobile App,No,17,21,-19.0,3446,2.7,2.8,-3.7,17,4,1,9,1,39.1,0
C100267,20,Male,Tier 3,Salaried,Standard,44,63800,279400,655,Current,4,Mobile App,No,39,42,-7.1,2755,1.8,2.4,-24.9,42,4,1,10,1,10.4,0
C100268,22,Male,Tier 2,Business,Standard,5,49400,222800,724,Premium,2,Branch,Yes,46,39,17.9,3658,5.7,5.0,13.4,22,1,0,8,2,1.2,0
C100269,19,Male,Tier 3,Self-employed,Basic,78,81100,383200,730,Current,1,ATM,No,42,34,23.5,3231,8.0,8.1,-1.2,14,0,0,9,0,-6.8,0
C100270,33,Female,Tier 1,Self-employed,Standard,44,28600,103800,627,Savings,4,Mobile App,No,40,37,8.1,2973,7.6,8.5,-10.3,5,2,0,8,2,-16.4,0
C100271,70,Female,Tier 3,Business,Standard,8,56000,160200,723,Savings,3,Mobile App,No,13,21,-38.1,1752,7.1,6.2,14.7,8,1,3,9,1,4.2,0
C100272,23,Male,Tier 1,Student,Standard,89,53500,364700,793,Premium,2,Mobile App,Yes,21,30,-30.0,3443,4.0,4.2,-4.8,11,1,0,8,0,13.1,0
C100273,23,Female,Tier 3,Student,Standard,92,48000,344700,680,Salary,2,ATM,No,40,29,37.9,1676,8.4,7.2,16.6,14,0,0,6,0,1.0,0
C100274,29,Male,Tier 2,Self-employed,Standard,24,37200,172100,850,Salary,2,Web,Yes,20,31,-35.5,3925,9.8,9.3,5.2,6,2,3,10,0,1.4,0
C100275,48,Female,Tier 2,Business,High Value,32,89400,223600,688,Current,3,Web,Yes,29,38,-23.7,1472,3.3,2.9,13.5,4,3,2,9,0,-2.1,0
C100276,58,Female,Tier 3,Self-employed,Emerging,9,24900,172000,626,Salary,2,Mobile App,No,39,35,11.4,1752,4.7,3.1,54.0,7,0,0,4,0,4.6,0
C100277,18,Male,Tier 3,Self-employed,Basic,71,25700,81700,631,Savings,1,Phone,Yes,35,38,-7.9,4848,11.9,9.7,23.2,4,2,0,8,2,-9.8,0
C100278,26,Female,Tier 1,Retired,Standard,70,42000,279000,706,Savings,3,Web,Yes,38,32,18.8,2813,3.8,2.5,54.4,16,1,0,6,0,17.1,0
C100279,30,Male,Tier 1,Business,Standard,64,113100,88300,759,Current,2,Branch,No,24,25,-4.0,1930,1.5,2.0,-24.3,10,2,1,6,1,-8.9,0
C100280,40,Male,Tier 1,Salaried,Standard,28,34000,138600,718,Savings,2,Mobile App,No,23,21,9.5,2547,6.7,6.6,1.6,1,2,0,6,0,27.5,0
C100281,21,Male,Tier 2,Salaried,Standard,41,54000,93300,626,Premium,4,Web,No,11,20,-45.0,2851,7.8,6.7,17.2,12,1,1,9,2,3.5,0
C100282,50,Female,Tier 2,Salaried,Standard,8,38900,114700,737,Current,3,ATM,Yes,27,26,3.8,1718,4.7,5.0,-5.9,12,3,2,6,1,14.5,0
C100283,52,Male,Tier 1,Business,Standard,41,47500,114800,692,Premium,2,Branch,No,25,31,-19.4,3220,9.2,10.2,-10.0,9,2,0,4,0,-8.4,0
C100284,61,Male,Tier 3,Salaried,Emerging,18,29800,154800,719,Salary,1,Mobile App,No,36,36,0.0,3951,3.2,3.5,-9.6,12,0,0,9,0,-6.9,0
C100285,49,Female,Tier 1,Salaried,Standard,93,42900,304800,701,Savings,3,Branch,Yes,21,32,-34.4,2487,4.7,5.6,-16.5,9,1,0,8,0,17.2,0
C100286,58,Male,Tier 2,Salaried,Standard,54,33600,247800,660,Salary,2,Web,No,34,31,9.7,1668,5.7,6.2,-8.6,6,2,0,8,0,-4.9,0
C100287,67,Male,Tier 3,Salaried,Standard,40,64200,215400,727,Savings,4,ATM,Yes,31,37,-16.2,1642,4.9,4.7,5.1,6,2,0,4,3,5.2,0
C100288,34,Female,Tier 3,Salaried,Standard,31,30500,216700,636,Premium,2,ATM,Yes,19,19,0.0,2489,11.3,13.0,-13.4,5,4,2,10,3,5.4,0
C100289,33,Male,Tier 1,Salaried,Standard,13,66800,110900,701,Savings,3,Phone,Yes,24,25,-4.0,3604,4.1,3.7,11.2,5,1,1,8,4,-7.6,0
C100290,52,Male,Tier 2,Salaried,Standard,60,57100,303400,619,Savings,3,Mobile App,Yes,25,31,-19.4,3220,3.1,3.2,-2.1,30,1,0,8,3,44.5,0
C100291,67,Male,Tier 1,Business,Standard,52,77200,482400,823,Savings,2,Mobile App,No,25,39,-35.9,2809,7.9,8.6,-8.4,10,0,1,8,3,-9.0,0
C100292,45,Female,Tier 1,Self-employed,Standard,86,37700,258100,639,Savings,4,ATM,No,29,31,-6.5,4065,2.4,5.0,-51.7,2,0,0,9,0,2.9,0
C100293,51,Male,Tier 1,Self-employed,High Value,40,131300,230700,746,Savings,3,Mobile App,No,31,30,3.3,3573,7.5,9.2,-18.8,8,1,1,10,1,15.0,0
C100294,54,Male,Tier 3,Salaried,Standard,95,41100,191400,592,Savings,2,Web,No,27,27,0.0,2502,2.6,2.7,-4.4,10,5,0,6,1,18.0,0
C100295,52,Female,Tier 3,Business,Standard,52,22400,43500,640,Savings,4,Web,Yes,33,36,-8.3,3741,3.6,5.4,-33.2,12,1,2,10,4,-19.2,0
C100296,32,Female,Tier 2,Salaried,Standard,1,41800,104000,741,Savings,2,Mobile App,Yes,25,29,-13.8,330,4.6,4.0,15.1,4,3,1,3,1,7.0,0
C100297,67,Male,Tier 1,Business,Standard,82,49800,224000,760,Current,3,Mobile App,Yes,26,21,23.8,1539,2.9,2.4,18.8,5,2,2,4,3,-1.9,0
C100298,66,Female,Tier 1,Salaried,Standard,81,13700,86200,701,Savings,2,Web,No,37,33,12.1,2702,2.0,2.8,-29.0,11,1,1,9,1,4.8,0
C100299,21,Male,Tier 2,Business,Standard,74,62600,358100,783,Current,5,Phone,Yes,24,33,-27.3,1054,0.4,0.5,-20.0,9,1,1,8,0,-58.9,0
C100300,23,Female,Tier 1,Student,Basic,81,54400,124100,761,Premium,1,Mobile App,Yes,26,28,-7.1,4662,5.4,4.1,33.3,12,1,2,9,2,-15.6,0
C100301,58,Female,Tier 2,Salaried,Standard,81,63100,213900,733,Savings,3,Mobile App,No,32,33,-3.0,2322,4.6,5.1,-10.2,3,1,1,6,4,-12.4,0
C100302,18,Female,Tier 2,Salaried,Standard,90,64800,31300,697,Savings,3,Web,Yes,23,23,0.0,1389,8.9,8.6,4.0,7,4,0,8,2,12.1,0
C100303,59,Female,Tier 1,Salaried,High Value,54,118800,316700,771,Salary,4,ATM,No,45,42,7.1,1103,7.4,11.0,-32.9,8,2,2,8,3,-15.1,0
C100304,60,Male,Tier 1,Student,Standard,6,57700,345800,650,Premium,2,Phone,Yes,32,28,14.3,802,5.2,5.6,-6.5,13,0,0,6,0,32.3,0
C100305,41,Male,Tier 1,Salaried,Standard,71,42300,82300,751,Premium,3,Mobile App,No,29,31,-6.5,3072,17.0,13.8,23.1,4,4,0,10,2,-8.9,0
C100306,47,Female,Tier 1,Student,Basic,23,66600,375300,806,Salary,1,Mobile App,No,24,30,-20.0,2690,3.3,2.8,18.5,7,4,1,5,2,5.7,1
C100307,23,Female,Tier 3,Salaried,Standard,27,50500,354000,723,Current,2,Branch,No,45,36,25.0,3780,2.7,3.1,-13.0,14,0,0,8,0,17.4,0
C100308,49,Female,Tier 3,Self-employed,Standard,20,46000,305700,674,Savings,3,Mobile App,No,36,32,12.5,3739,7.2,6.8,6.6,2,3,2,6,2,-15.3,0
C100309,39,Female,Tier 1,Salaried,Standard,86,37300,177100,632,Savings,2,Mobile App,No,19,25,-24.0,1813,6.3,5.7,9.8,5,3,2,8,0,19.9,1
C100310,45,Male,Tier 2,Business,Standard,45,118500,304500,687,Salary,2,Mobile App,Yes,31,36,-13.9,2456,3.9,5.0,-21.4,10,4,0,10,1,2.5,0
C100311,44,Male,Tier 1,Salaried,Standard,92,70500,258200,679,Salary,3,Web,No,25,21,19.0,1966,4.0,4.1,-2.1,12,0,2,7,5,-18.8,0
